dt,marketplace,num_trades,num_users,unique_buyers,unique_sellers,eth_value_traded,usd_value_traded,|,new_users,new_buyers,new_sellers,| (1),pct_new_users,pct_new_buyers,pct_new_sellers,| (2),num_trades_7dma,num_users_7dma,eth_value_traded_7dma,usd_value_traded_7dma,| (3),num_trades_30dma,num_users_30dma,eth_value_traded_30dma,usd_value_traded_30dma,| (4),running_num_trades_in_period,total_users_in_period,total_buyers_in_period,total_sellers_in_period,running_eth_value_traded_in_period,running_usd_value_traded_in_period,| (5),running_num_trades,total_users,total_buyers,total_sellers,running_eth_value_traded,running_usd_value_traded
2022-12-21T00:00:00Z,OpenSea,1166,853,312,547,4.142468689778456,5042.783625708984,|,629,262,390,|,0.7373974208675264,0.3071512309495897,0.45720984759671746,|,1321.5714285714287,759,5.0619152332868875,6132.267769883432,|,940.7333333333333,561.7333333333333,4.129497057367279,5151.013457757276,|,41541,18489,9934,9754,363.6903889185921,498517.70711207605,|,41541,18489,9934,9754,363.6903889185921,498517.70711207605
2022-12-21T00:00:00Z,Quix,5130,5274,4082,2229,46.731460058276525,57133.42549366995,|,4053,3660,1614,|,0.7684869169510807,0.6939704209328783,0.30602957906712175,|,4571.857142857143,4731.142857142857,42.97797047389664,52486.70177619602,|,3807.3,3834.7,35.17361929233292,43540.896640617015,|,362802,202177,161045,126917,3995.750517085392,5.441847953963525e+06,|,364902,202177,161045,126917,3999.3937413863923,5.447232481201581e+06
2022-12-20T00:00:00Z,OpenSea,896,612,285,330,3.8113874245365307,4626.593500304044,|,387,223,180,|,0.6323529411764706,0.36437908496732024,0.29411764705882354,|,1418.142857142857,791.7142857142857,5.861099676763459,7256.201598568224,|,912.7333333333333,542.4666666666667,4.125836715518717,5134.721527931242,|,40375,17860,9672,9364,359.5479202288136,493474.92348636704,|,40375,17860,9672,9364,359.5479202288136,493474.92348636704
2022-12-20T00:00:00Z,Quix,4566,4883,3489,2657,41.13455157254503,49785.23058783492,|,3553,3028,1960,|,0.7276264591439688,0.6201105877534303,0.40139258652467746,|,4547.142857142857,4751,43.644023821479685,54059.17259490852,|,3787.0666666666666,3789.8,34.718923899644615,42878.06712666342,|,357672,198124,157385,125303,3949.019057027115,5.384714528469855e+06,|,359772,198124,157385,125303,3952.6622813281156,5.390099055707911e+06
2022-12-19T00:00:00Z,OpenSea,1641,781,307,480,5.822263673538118,6874.036790707211,|,486,228,274,|,0.6222791293213829,0.2919334186939821,0.3508322663252241,|,1473.857142857143,840.5714285714286,6.2976459045950985,7853.05061370315,|,887.5,525.8333333333334,4.030502811282782,5018.460004808371,|,39479,17473,9449,9184,355.7365328042771,488848.329986063,|,39479,17473,9449,9184,355.7365328042771,488848.329986063
2022-12-19T00:00:00Z,Quix,3899,3981,2973,2280,37.446194452141924,44214.52280775363,|,2853,2569,1710,|,0.7166541070082894,0.64531524742527,0.4295403165033911,|,4497.571428571428,4702.428571428572,43.94571285031242,54901.085907055596,|,3762.2,3751.4,34.380880401377404,42458.08158826409,|,353106,194571,154357,123343,3907.88450545457,5.3349292978820205e+06,|,355206,194571,154357,123343,3911.5277297555704,5.340313825120077e+06
2022-12-18T00:00:00Z,OpenSea,1767,882,392,497,5.605636873041143,6643.618685965475,|,640,333,322,|,0.7256235827664399,0.37755102040816324,0.36507936507936506,|,1473.5714285714287,875,6.812686238912363,8557.919764551612,|,837.1333333333333,503.9,3.9085838219816944,4876.587467769565,|,37838,16987,9221,8910,349.91426913073894,481974.2931953558,|,37838,16987,9221,8910,349.91426913073894,481974.2931953558
2022-12-18T00:00:00Z,Quix,5370,5335,4040,3220,48.61628511362654,57609.13290495017,|,4083,3646,2629,|,0.7653233364573571,0.6834114339268978,0.4927835051546392,|,4565.142857142857,4788.857142857143,44.47602743971741,55948.398489556115,|,3749.5,3730.4,34.06346808626465,42110.17052095904,|,349207,191718,151788,121633,3870.4383110024282,5.290714775074267e+06,|,351307,191718,151788,121633,3874.0815353034286,5.296099302312323e+06
2022-12-17T00:00:00Z,OpenSea,1526,900,388,523,6.552359044116925,7727.508434590983,|,635,325,342,|,0.7055555555555556,0.3611111111111111,0.38,|,1388.7142857142858,845.5714285714286,6.775381678738932,8582.01358547914,|,781.6,478.1,3.756455224130493,4697.321218639381,|,36071,16347,8888,8588,344.3086322576978,475330.6745093903,|,36071,16347,8888,8588,344.3086322576978,475330.6745093903
2022-12-17T00:00:00Z,Quix,2804,3022,2190,1883,25.437216298552514,29995.802806385753,|,2007,1810,1292,|,0.6641297154202515,0.598941098610192,0.42753143613500993,|,4383.571428571428,4628.857142857143,43.502138383140256,55327.5369755245,|,3692.4666666666667,3671.8333333333335,33.612917358289955,41614.22972837284,|,343837,187635,148142,119004,3821.822025888802,5.233105642169316e+06,|,345937,187635,148142,119004,3825.465250189802,5.238490169407372e+06
2022-12-16T00:00:00Z,OpenSea,621,464,191,276,2.949337994768561,3619.570337450363,|,296,140,182,|,0.6379310344827587,0.3017241379310345,0.3922413793103448,|,1352.857142857143,811.4285714285714,6.8002646487775085,8696.594268293824,|,734.0333333333333,450.96666666666664,3.5833064691511827,4493.912852383016,|,34545,15712,8563,8246,337.75627321358087,467603.1660747993,|,34545,15712,8563,8246,337.75627321358087,467603.1660747993
2022-12-16T00:00:00Z,Quix,4211,4468,3191,2452,41.20596868044105,51031.21623000756,|,3191,2771,1784,|,0.714189794091316,0.6201880035810206,0.39928379588182633,|,4517.857142857143,4740.428571428572,45.27454102307628,57899.85812859518,|,3711.866666666667,3675.3333333333335,33.797149109940484,41858.601464637955,|,341033,185628,146332,117712,3796.3848095902495,5.2031098393629305e+06,|,343133,185628,146332,117712,3800.02803389125,5.208494366600987e+06
2022-12-15T00:00:00Z,OpenSea,1634,821,338,493,6.549952933228477,8391.763014456972,|,552,295,278,|,0.6723507917174177,0.35931790499390986,0.3386114494518879,|,1457,838.7142857142857,7.084862585405,9083.234383869301,|,720.9666666666667,440.73333333333335,3.569800442680125,4477.693053475804,|,33924,15416,8423,8064,334.8069352188123,463983.59573734895,|,33924,15416,8423,8064,334.8069352188123,463983.59573734895
2022-12-15T00:00:00Z,Quix,6023,6155,4718,2887,60.274117141692926,77637.58160277022,|,4685,4225,2147,|,0.7611697806661251,0.6864337936636881,0.3488220958570268,|,4371.571428571428,4578.571428571428,44.12412200673901,56674.251398572735,|,3700.8,3642.6666666666665,33.76073641799118,41803.47145234591,|,336822,182437,143561,115928,3755.1788409098085,5.152078623132923e+06,|,338922,182437,143561,115928,3758.822065210809,5.157463150370979e+06
2022-12-14T00:00:00Z,OpenSea,1842,1082,575,525,9.736759794114453,12910.320426502522,|,785,524,306,|,0.7255083179297597,0.48428835489833644,0.2828096118299446,|,1370.7142857142858,805.2857142857143,7.053238447215357,9012.497530960345,|,670.8666666666667,417.8,3.39436651370257,4252.147663128305,|,32290,14864,8128,7786,328.25698228558383,455591.832722892,|,32290,14864,8128,7786,328.25698228558383,455591.832722892
2022-12-14T00:00:00Z,Quix,4957,5413,4106,3087,51.393833491357846,68140.72122465743,|,4085,3688,2462,|,0.7546646961019767,0.6813227415481249,0.4548309624976907,|,4026.285714285714,4247,41.42466084244903,52923.20972224278,|,3633.0333333333333,3563.0333333333333,32.99546653724046,40785.08075238382,|,330799,177752,139336,113781,3694.9047237681157,5.074441041530153e+06,|,332899,177752,139336,113781,3698.547948069116,5.079825568768209e+06
2022-12-13T00:00:00Z,OpenSea,1286,954,481,498,6.867211019358009,8804.536606248515,|,770,446,372,|,0.8071278825995807,0.46750524109014674,0.389937106918239,|,1266.2857142857142,744.4285714285714,6.197125578841353,7831.875907785704,|,612,385,3.1072141503632533,3867.7216450825995,|,30448,14079,7604,7480,318.5202224914694,442681.5122963895,|,30448,14079,7604,7480,318.5202224914694,442681.5122963895
2022-12-13T00:00:00Z,Quix,4219,4543,3266,2883,43.24637477437413,55678.623772864375,|,3274,2862,2233,|,0.7206691613471274,0.6299801893022232,0.4915254237288136,|,3767.8571428571427,3948.8571428571427,37.82676055825224,47834.42128128364,|,3579.3333333333335,3483.9333333333334,32.13217898259781,39557.96972519355,|,325842,173667,135648,111319,3643.510890276758,5.0063003203054955e+06,|,327942,173667,135648,111319,3647.1541145777583,5.011684847543552e+06
2022-12-12T00:00:00Z,OpenSea,1639,1022,589,438,9.427546013758976,11808.120846646454,|,805,533,297,|,0.7876712328767124,0.5215264187866928,0.29060665362035226,|,1290,702.7142857142857,5.649758381679539,7120.024084277697,|,575.5,359.56666666666666,2.9117878835615274,3615.874858097347,|,29162,13309,7158,7108,311.65301147211136,433876.975690141,|,29162,13309,7158,7108,311.65301147211136,433876.975690141
2022-12-12T00:00:00Z,Quix,4372,4586,3159,2381,41.15839657797685,51545.710885257315,|,3069,2640,1675,|,0.6692106410815526,0.5756650675970345,0.36524204099433055,|,3773.714285714286,3883,36.521196375682855,46016.75623485022,|,3552.733333333333,3434.5666666666666,31.527987682748982,38744.63932688879,|,321623,170393,132786,109086,3600.264515502384,4.950621696532631e+06,|,323723,170393,132786,109086,3603.907739803384,4.956006223770687e+06
2022-12-11T00:00:00Z,OpenSea,1173,676,299,387,5.344504951827125,6812.275432458177,|,526,267,273,|,0.7781065088757396,0.39497041420118345,0.40384615384615385,|,1185,636.1428571428571,4.6232207993722,5845.981882890672,|,527.6,331.8333333333333,2.6453013300136754,3282.6420698134034,|,27523,12504,6625,6811,302.2254654583524,422068.85484349454,|,27523,12504,6625,6811,302.2254654583524,422068.85484349454
2022-12-11T00:00:00Z,Quix,4099,4215,2715,2534,41.79906171758644,53263.10230672879,|,2678,2214,1760,|,0.635349940688019,0.5252669039145907,0.41755634638196915,|,3576.1428571428573,3709.714285714286,34.4444837357261,43548.98841941527,|,3516.0333333333333,3386.6666666666665,31.17746362789379,38317.70062584791,|,317251,167324,130146,107411,3559.106118924407,4.899075985647374e+06,|,319351,167324,130146,107411,3562.7493432254073,4.90446051288543e+06
2022-12-10T00:00:00Z,OpenSea,1275,661,257,412,6.72653983438696,8529.573214293763,|,496,228,284,|,0.7503782148260212,0.34493192133131617,0.4296520423600605,|,1158.142857142857,601.1428571428571,4.235603238915333,5347.432234960995,|,494.06666666666666,314.46666666666664,2.6227406480721966,3251.5363525755615,|,26350,11978,6358,6538,296.8809605065253,415256.57941103633,|,26350,11978,6358,6538,296.8809605065253,415256.57941103633
2022-12-10T00:00:00Z,Quix,3744,3803,2486,2432,37.84403477810469,48002.05087788059,|,2523,2096,1734,|,0.6634236129371549,0.5511438338154089,0.455955824349198,|,3507,3588.4285714285716,33.645177884876325,42464.24319540163,|,3458.9666666666667,3330.3333333333335,30.532384797247257,37491.04936860022,|,313152,164646,127932,105651,3517.3070572068204,4.845812883340645e+06,|,315252,164646,127932,105651,3520.950281507821,4.851197410578701e+06
2022-12-09T00:00:00Z,OpenSea,1350,655,254,404,4.941523551160999,6326.051146478713,|,457,211,259,|,0.6977099236641221,0.32213740458015266,0.39541984732824426,|,1070.857142857143,560.2857142857143,3.613593003442774,4560.291858054144,|,458.46666666666664,299.1,2.4905740502495513,3079.628048295132,|,25075,11482,6130,6254,290.1544206721383,406727.0061967426,|,25075,11482,6130,6254,290.1544206721383,406727.0061967426
2022-12-09T00:00:00Z,Quix,3187,3335,2110,2143,33.15303556608021,42451.969119850364,|,2187,1803,1451,|,0.6557721139430285,0.5406296851574213,0.4350824587706147,|,3398.8571428571427,3506.714285714286,31.997222037563187,40402.21435817593,|,3396.633333333333,3269.766666666667,29.807839129337207,36545.129189176216,|,309408,162123,125836,103917,3479.4630224287157,4.797810832462764e+06,|,311508,162123,125836,103917,3483.106246729716,4.80319535970082e+06
2022-12-08T00:00:00Z,OpenSea,1030,587,270,323,6.328583965900972,7896.605044094282,|,392,230,178,|,0.6678023850085179,0.39182282793867124,0.303236797274276,|,975.1428571428571,526.1428571428571,3.343673158641149,4216.415008458542,|,420.6666666666667,284.43333333333334,2.49823494200857,3080.489159959359,|,23725,11025,5919,5995,285.2128971209773,400400.95505026384,|,23725,11025,5919,5995,285.2128971209773,400400.95505026384
2022-12-08T00:00:00Z,Quix,3606,3834,2555,2285,41.37788899166306,51380.289868460575,|,2400,2104,1455,|,0.6259780907668232,0.548774126238915,0.3794992175273865,|,3407.1428571428573,3443.8571428571427,30.51428219233934,38500.89699903315,|,3366.366666666667,3240.8333333333335,29.52124712686782,36166.65754448091,|,306221,159936,124033,102466,3446.3099868626355,4.755358863342914e+06,|,308321,159936,124033,102466,3449.953211163636,4.76074339058097e+06
2022-12-07T00:00:00Z,OpenSea,1111,656,306,358,3.743969715496429,4645.969064280026,|,494,270,239,|,0.7530487804878049,0.4115853658536585,0.3643292682926829,|,918.5714285714286,511.7142857142857,2.9081473591652744,3688.7645620130156,|,391.6,270.7,2.3593433399487846,2923.4268229278823,|,22695,10633,5689,5817,278.8843131550763,392504.3500061696,|,22695,10633,5689,5817,278.8843131550763,392504.3500061696
2022-12-07T00:00:00Z,Quix,3148,3326,2133,2013,26.208531501980296,32519.202137943448,|,2035,1743,1340,|,0.6118460613349369,0.5240529164161154,0.40288634996993383,|,3330,3322.285714285714,28.186953128312727,35756.189961452794,|,3369.5666666666666,3228.3333333333335,29.142986969906268,35946.850445021955,|,302615,157536,121929,101011,3404.9320978709725,4.703978573474453e+06,|,304715,157536,121929,101011,3408.575322171973,4.709363100712509e+06
2022-12-06T00:00:00Z,OpenSea,1452,662,263,402,3.0356406392253095,3821.5738416924582,|,439,221,229,|,0.6631419939577039,0.3338368580060423,0.3459214501510574,|,876.5714285714286,499.57142857142856,2.972058207551311,3788.489446529154,|,362.1333333333333,255.6,2.320861921876754,2904.833189754215,|,21584,10139,5419,5578,275.1403434395799,387858.38094188954,|,21584,10139,5419,5578,275.1403434395799,387858.38094188954
2022-12-06T00:00:00Z,Quix,4260,4082,2723,2554,34.1074254963884,42954.96844783045,|,2666,2347,1730,|,0.6531112199902008,0.5749632533072023,0.42381185693287604,|,3303.714285714286,3242,27.94398341942022,35560.10454447838,|,3384.866666666667,3232.1,29.332047949263202,36542.088614448556,|,299467,155501,120186,99671,3378.723566368992,4.6714593713365095e+06,|,301567,155501,120186,99671,3382.3667906699925,4.676843898574566e+06
2022-12-05T00:00:00Z,OpenSea,904,556,214,344,2.2417829376076095,2889.825436937286,|,390,184,216,|,0.7014388489208633,0.33093525179856115,0.38848920863309355,|,731.4285714285714,453.7142857142857,3.1825414647909467,4021.321886527089,|,323.1,241.63333333333333,2.3070934406968617,2918.7454898938895,|,20132,9700,5198,5349,272.1047028003546,384036.80710019707,|,20132,9700,5198,5349,272.1047028003546,384036.80710019707
2022-12-05T00:00:00Z,Quix,2989,3373,2283,2131,26.62140809827961,34271.33617721267,|,2282,1914,1595,|,0.6765490661132523,0.5674473762229469,0.47287281351912247,|,3108.1428571428573,3073.1428571428573,27.231532592331895,34446.83058835006,|,3397.5,3239.9333333333334,29.466928686795484,37170.97300435635,|,295207,152835,117839,97941,3344.616140872604,4.628504402888679e+06,|,297307,152835,117839,97941,3348.2593651736042,4.633888930126735e+06
2022-12-04T00:00:00Z,OpenSea,985,431,177,256,2.631182028629057,3322.4278969504358,|,315,157,168,|,0.7308584686774942,0.3642691415313225,0.38979118329466356,|,627,400.57142857142856,3.1206387151722312,3911.5201486803335,|,306.3,233.83333333333334,2.40025016400639,3097.7971599483517,|,19228,9310,5014,5133,269.862919862747,381146.9816632598,|,19228,9310,5014,5133,269.862919862747,381146.9816632598
2022-12-04T00:00:00Z,Quix,3615,3366,2211,2190,36.203920761638024,45669.88573863331,|,2038,1785,1528,|,0.6054664289958408,0.5303030303030303,0.45395127748068925,|,3132,2989.285714285714,26.644728587689553,33324.741601266935,|,3433.6666666666665,3257.9333333333334,29.829014710524138,38080.91221395672,|,292218,150553,115925,96346,3317.9947327743243,4.594233066711466e+06,|,294318,150553,115925,96346,3321.6379570753247,4.599617593949522e+06
2022-12-03T00:00:00Z,OpenSea,664,375,170,209,2.3724681860790446,3019.590575945806,|,271,151,131,|,0.7226666666666667,0.4026666666666667,0.34933333333333333,|,526.2857142857143,372.2857142857143,2.99883076530251,3746.0677260717,|,279.1666666666667,225.4,2.4747499395978623,3248.4751502202607,|,18243,8995,4857,4965,267.23173783411795,377824.55376630934,|,18243,8995,4857,4965,267.23173783411795,377824.55376630934
2022-12-03T00:00:00Z,Quix,2987,3231,2193,2056,26.308343846912702,33567.849017300665,|,2207,1907,1462,|,0.6830702568864129,0.5902197462086042,0.4524914887031879,|,3043.1428571428573,2901.5714285714284,24.711802582491554,30739.534267259965,|,3423.5,3267.133333333333,29.92121277767856,38621.9030219775,|,288603,148515,114140,94818,3281.7908120126863,4.548563180972832e+06,|,290703,148515,114140,94818,3285.4340363136866,4.553947708210888e+06
2022-12-02T00:00:00Z,OpenSea,680,416,182,239,3.0520846375496222,3918.9131993094957,|,278,153,142,|,0.6682692307692307,0.36778846153846156,0.34134615384615385,|,483.2857142857143,359.14285714285717,2.8581301251170754,3555.9045590395845,|,263.4,219.16666666666666,2.563758428443921,3406.995453128257,|,17579,8724,4706,4834,264.8592696480389,374804.96319036355,|,17579,8724,4706,4834,264.8592696480389,374804.96319036355
2022-12-02T00:00:00Z,Quix,3245,2895,1816,1906,22.772456649513263,29142.747605850967,|,1802,1482,1278,|,0.6224525043177893,0.5119170984455959,0.44145077720207254,|,3113.5714285714284,2885.8571428571427,24.15730887280281,29843.170719612015,|,3418.266666666667,3257.1666666666665,29.966541411334017,38925.18965463946,|,285616,146308,112233,93356,3255.4824681657738,4.514995331955532e+06,|,287716,146308,112233,93356,3259.125692466774,4.520379859193588e+06
2022-12-01T00:00:00Z,OpenSea,634,486,237,268,3.2799033695698507,4203.0519189756005,|,331,194,174,|,0.6810699588477366,0.3991769547325103,0.35802469135802467,|,419.42857142857144,319.14285714285717,2.6015775888594566,3209.355098674657,|,249.1,212.66666666666666,2.681821551612709,3620.7643680129063,|,16899,8446,4553,4692,261.80718501048926,370886.04999105405,|,16899,8446,4553,4692,261.80718501048926,370886.04999105405
2022-12-01T00:00:00Z,Quix,3066,2983,2004,1945,25.086585543476783,32167.340605398058,|,1783,1560,1346,|,0.5977204156889038,0.522963459604425,0.4512236004022796,|,3137,2931.285714285714,24.674254256465794,30163.09436760456,|,3421.766666666667,3265.1666666666665,30.1507941244481,39433.85184705174,|,282371,144506,110751,92078,3232.7100115162607,4.485852584349681e+06,|,284471,144506,110751,92078,3236.353235817261,4.491237111587737e+06
2022-11-30T00:00:00Z,OpenSea,817,571,231,344,4.191345654198683,5344.043255892996,|,428,198,242,|,0.7495621716287215,0.3467600700525394,0.4238178633975482,|,375,288.2857142857143,2.368380008712269,2891.838697292816,|,239.43333333333334,205.96666666666667,2.9094373491900187,4013.372454582828,|,16265,8115,4359,4518,258.5272816409194,366682.99807207845,|,16265,8115,4359,4518,258.5272816409194,366682.99807207845
2022-11-30T00:00:00Z,Quix,2964,2764,1690,1724,24.507743539732765,31146.604219122557,|,1603,1344,1125,|,0.5799565846599132,0.48625180897250364,0.4070188133140376,|,3386.4285714285716,3144.4285714285716,28.70351479724716,34707.546584901116,|,3425.4666666666667,3267.9333333333334,30.219331824293633,39796.89357996673,|,279305,142723,109191,90732,3207.623425972784,4.453685243744283e+06,|,281405,142723,109191,90732,3211.2666502737843,4.459069770982339e+06
2022-11-29T00:00:00Z,OpenSea,436,341,153,192,4.509023439902761,5451.400921678,|,240,127,130,|,0.7038123167155426,0.3724340175953079,0.3812316715542522,|,284.2857142857143,227.14285714285714,1.9741762930018132,2367.0505348911024,|,220.56666666666666,195.1,3.1130152541461813,4377.76474762791,|,15448,7687,4161,4276,254.33593598672073,361338.95481618546,|,15448,7687,4161,4276,254.33593598672073,361338.95481618546
2022-11-29T00:00:00Z,Quix,2891,2900,2003,1537,29.120269706770124,35162.05075493218,|,1830,1624,1056,|,0.6310344827586207,0.56,0.3641379310344828,|,3489.1428571428573,3268.5714285714284,30.11935644857523,35982.01040671189,|,3416.9666666666667,3267.3,30.529318872809213,40542.774756760475,|,276341,141120,107847,89607,3183.115682433051,4.42253863952516e+06,|,278441,141120,107847,89607,3186.7589067340514,4.427923166763216e+06
2022-11-28T00:00:00Z,OpenSea,173,184,84,101,1.8084636902766034,2121.2132720099994,|,127,68,62,|,0.6902173913043478,0.3695652173913043,0.33695652173913043,|,241.85714285714286,201.14285714285714,1.4316336213206142,1700.035787878531,|,221.9,195.5,3.9280275385931285,5737.465119611983,|,15012,7447,4034,4146,249.82691254681797,355887.55389450747,|,15012,7447,4034,4146,249.82691254681797,355887.55389450747
2022-11-28T00:00:00Z,Quix,3156,2786,1811,1648,22.513780065783244,26416.71326763081,|,1783,1569,1136,|,0.6399856424982053,0.5631730078966259,0.4077530509691314,|,3552.4285714285716,3324.8571428571427,30.493353487267978,35965.07628931637,|,3421.6,3272.366666666667,30.789304992463364,41343.351326453936,|,273450,139290,106223,88551,3153.995412726281,4.387376588770228e+06,|,275550,139290,106223,88551,3157.638637027281,4.3927611160082845e+06
2022-11-27T00:00:00Z,OpenSea,280,233,111,126,1.7785263795410067,2164.260938689999,|,155,84,80,|,0.6652360515021459,0.3605150214592275,0.34334763948497854,|,263.7142857142857,214.14285714285714,1.7493757276127535,2047.5804248668162,|,234.93333333333334,201.76666666666668,4.651044905152674,6937.292952520278,|,14839,7320,3966,4084,248.01844885654137,353766.3406224975,|,14839,7320,3966,4084,248.01844885654137,353766.3406224975
2022-11-27T00:00:00Z,Quix,2993,2752,1963,1683,22.67343872525203,27573.434400584498,|,1864,1679,1206,|,0.6773255813953488,0.6101017441860465,0.4382267441860465,|,3747.714285714286,3487.8571428571427,32.00432751753141,37512.480118949425,|,3424.4666666666667,3284.9,31.25646628370858,42413.318089016335,|,270294,137507,104654,87415,3131.481632660498,4.360959875502598e+06,|,272394,137507,104654,87415,3135.124856961498,4.366344402740654e+06
2022-11-26T00:00:00Z,OpenSea,363,283,112,174,1.387563704781002,1688.4484067210014,|,212,97,126,|,0.7491166077738516,0.34275618374558303,0.4452296819787986,|,243.57142857142858,197,1.6312105730295354,1901.0785488565164,|,248.46666666666667,207.2,4.72362397424068,7065.418670346013,|,14559,7165,3882,4004,246.23992247700036,351602.0796838075,|,14559,7165,3882,4004,246.23992247700036,351602.0796838075
2022-11-26T00:00:00Z,Quix,3480,3121,2018,2006,22.42688787909144,27293.304183765013,|,2018,1711,1408,|,0.6465876321691766,0.5482217238064723,0.4511374559436078,|,3865.8571428571427,3627.714285714286,33.192871503142364,38885.655838273764,|,3452.733333333333,3301.4333333333334,31.456615107889434,42947.81845104711,|,267301,135643,102975,86209,3108.8081939352455,4.333386441102013e+06,|,269401,135643,102975,86209,3112.451418236246,4.338770968340069e+06
2022-11-25T00:00:00Z,OpenSea,233,136,66,72,1.25621688374629,1493.0669767549998,|,86,47,45,|,0.6323529411764706,0.34558823529411764,0.33088235294117646,|,210.28571428571428,174.14285714285714,1.7422291858473258,2033.8517306882302,|,280.06666666666666,218.3,4.856179237039203,7286.442873194101,|,14196,6953,3785,3878,244.85235877221936,349913.6312770865,|,14196,6953,3785,3878,244.85235877221936,349913.6312770865
2022-11-25T00:00:00Z,Quix,3409,3213,2280,1837,26.391074335154165,31382.213141798813,|,2177,1988,1283,|,0.6775599128540305,0.6187363834422658,0.39931528166822283,|,3871.285714285714,3660.5714285714284,33.97814823452351,39811.92535325047,|,3443.0333333333333,3294.4,31.55381985251229,43349.30213241106,|,263821,133625,101264,84801,3086.3813060561542,4.306093136918248e+06,|,265921,133625,101264,84801,3090.0245303571546,4.311477664156304e+06
2022-11-24T00:00:00Z,OpenSea,323,270,115,160,1.6475203085395351,1980.4371093027157,|,176,94,91,|,0.6518518518518519,0.34814814814814815,0.337037037037037,|,191.42857142857142,170.14285714285714,1.7115951935271574,2001.360907160373,|,282.1,222.4,4.933409648771867,7418.001245964473,|,13963,6867,3738,3833,243.59614188847308,348420.5643003315,|,13963,6867,3738,3833,243.59614188847308,348420.5643003315
2022-11-24T00:00:00Z,Quix,4812,4475,2951,2496,53.29140932894636,63978.506126473956,|,2681,2465,1514,|,0.5991061452513966,0.5508379888268157,0.3383240223463687,|,3907,3712.714285714286,35.222246654413745,41433.1676369027,|,3441.8333333333335,3285.1,31.629596864056076,43757.51880774555,|,260412,131448,99276,83518,3059.990231721,4.274710923776449e+06,|,262512,131448,99276,83518,3063.6334560220002,4.280095451014505e+06
2022-11-23T00:00:00Z,OpenSea,182,143,70,77,1.4319196442254931,1670.5261190810008,|,101,57,51,|,0.7062937062937062,0.3986013986013986,0.35664335664335667,|,159.42857142857142,143.85714285714286,1.6702203486983103,1950.6209553885565,|,279.26666666666665,220.93333333333334,5.154596686315994,7733.979872581049,|,13640,6691,3644,3742,241.94862157993356,346440.1271910288,|,13640,6691,3644,3742,241.94862157993356,346440.1271910288
2022-11-23T00:00:00Z,Quix,3683,3633,2366,2130,34.418635099029245,40067.85097179792,|,2370,2044,1371,|,0.652353426919901,0.5626204238921002,0.37737407101568954,|,3703.285714285714,3520.1428571428573,32.032640871431134,37625.803175169174,|,3395.8333333333335,3238.633333333333,33.71269916917829,47022.626620978364,|,255600,128767,96811,82004,3006.6988223920534,4.210732417649975e+06,|,257700,128767,96811,82004,3010.342046693054,4.216116944888031e+06
2022-11-22T00:00:00Z,OpenSea,139,159,100,60,0.7112247381343703,782.29769259,|,114,91,27,|,0.7169811320754716,0.5723270440251572,0.16981132075471697,|,166.14285714285714,145.85714285714286,1.8291114281856438,2159.5424198389856,|,288.8666666666667,228.66666666666666,5.615501916039867,8362.374402957215,|,13458,6590,3587,3691,240.51670193570806,344769.6010719478,|,13458,6590,3587,3691,240.51670193570806,344769.6010719478
